[18/09/2020 14:18:29]{'temperature_inside': 26.4, 'temperature_outside': 24.901953125, 'pressure_inside': 966.13, 'pressure_outside': 958.0553501266883, 'humidity_inside': 0, 'humidity_outside': 45.854384070615545, 'rotation_x': 0.029340707164213387, 'rotation_y': -0.11818271250954351, 'rotation_z': 1.8778625954198473, 'gps_x': 0, 'gps_y': 0, 'time': 1600431508.1998658}
[18/09/2020 14:18:33]{'temperature_inside': 26.4, 'temperature_outside': 24.92265625, 'pressure_inside': 965.96, 'pressure_outside': 958.046833454359, 'humidity_inside': 0, 'humidity_outside': 45.48204028597001, 'rotation_x': 0.029939614724430547, 'rotation_y': -0.11788247295125706, 'rotation_z': 1.7099236641221374, 'gps_x': 0, 'gps_y': 0, 'time': 1600431512.270751}
[18/09/2020 14:18:33]{'temperature_inside': 26.4, 'temperature_outside': 24.92265625, 'pressure_inside': 965.96, 'pressure_outside': 958.046833454359, 'humidity_inside': 0, 'humidity_outside': 45.48204028597001, 'rotation_x': 0.029939614724430547, 'rotation_y': -0.11788247295125706, 'rotation_z': 1.7099236641221374, 'gps_x': 0, 'gps_y': 0, 'time': 1600431512.270751}
[18/09/2020 14:18:33]{'temperature_inside': 26.4, 'temperature_outside': 24.92265625, 'pressure_inside': 965.96, 'pressure_outside': 958.046833454359, 'humidity_inside': 0, 'humidity_outside': 45.48204028597001, 'rotation_x': 0.029939614724430547, 'rotation_y': -0.11788247295125706, 'rotation_z': 1.7099236641221374, 'gps_x': 0, 'gps_y': 0, 'time': 1600431512.270751}
[18/09/2020 14:18:33]{'temperature_inside': 26.4, 'temperature_outside': 24.92265625, 'pressure_inside': 965.96, 'pressure_outside': 958.046833454359, 'humidity_inside': 0, 'humidity_outside': 45.48204028597001, 'rotation_x': 0.029939614724430547, 'rotation_y': -0.11788247295125706, 'rotation_z': 1.7099236641221374, 'gps_x': 0, 'gps_y': 0, 'time': 1600431512.270751}
[18/09/2020 14:18:33]{'temperature_inside': 26.4, 'temperature_outside': 24.92265625, 'pressure_inside': 965.96, 'pressure_outside': 958.046833454359, 'humidity_inside': 0, 'humidity_outside': 45.48204028597001, 'rotation_x': 0.029939614724430547, 'rotation_y': -0.11788247295125706, 'rotation_z': 1.7099236641221374, 'gps_x': 0, 'gps_y': 0, 'time': 1600431512.270751}
[18/09/2020 14:18:33]{'temperature_inside': 26.4, 'temperature_outside': 24.92265625, 'pressure_inside': 965.96, 'pressure_outside': 958.046833454359, 'humidity_inside': 0, 'humidity_outside': 45.48204028597001, 'rotation_x': 0.029939614724430547, 'rotation_y': -0.11788247295125706, 'rotation_z': 1.7099236641221374, 'gps_x': 0, 'gps_y': 0, 'time': 1600431512.270751}
[18/09/2020 14:18:33]{'temperature_inside': 26.4, 'temperature_outside': 24.92265625, 'pressure_inside': 965.96, 'pressure_outside': 958.046833454359, 'humidity_inside': 0, 'humidity_outside': 45.48204028597001, 'rotation_x': 0.029939614724430547, 'rotation_y': -0.11788247295125706, 'rotation_z': 1.7099236641221374, 'gps_x': 0, 'gps_y': 0, 'time': 1600431512.270751}
[18/09/2020 14:18:33]{'temperature_inside': 26.4, 'temperature_outside': 24.92265625, 'pressure_inside': 965.96, 'pressure_outside': 958.046833454359, 'humidity_inside': 0, 'humidity_outside': 45.48204028597001, 'rotation_x': 0.029939614724430547, 'rotation_y': -0.11788247295125706, 'rotation_z': 1.7099236641221374, 'gps_x': 0, 'gps_y': 0, 'time': 1600431512.270751}
[18/09/2020 14:18:33]{'temperature_inside': 26.4, 'temperature_outside': 24.92265625, 'pressure_inside': 965.96, 'pressure_outside': 958.046833454359, 'humidity_inside': 0, 'humidity_outside': 45.48204028597001, 'rotation_x': 0.029939614724430547, 'rotation_y': -0.11788247295125706, 'rotation_z': 1.7099236641221374, 'gps_x': 0, 'gps_y': 0, 'time': 1600431512.270751}
[18/09/2020 14:18:33]{'temperature_inside': 26.4, 'temperature_outside': 24.92265625, 'pressure_inside': 965.96, 'pressure_outside': 958.046833454359, 'humidity_inside': 0, 'humidity_outside': 45.48204028597001, 'rotation_x': 0.029939614724430547, 'rotation_y': -0.11788247295125706, 'rotation_z': 1.7099236641221374, 'gps_x': 0, 'gps_y': 0, 'time': 1600431512.270751}
[18/09/2020 14:18:33]{'temperature_inside': 26.4, 'temperature_outside': 24.92265625, 'pressure_inside': 965.96, 'pressure_outside': 958.046833454359, 'humidity_inside': 0, 'humidity_outside': 45.48204028597001, 'rotation_x': 0.029939614724430547, 'rotation_y': -0.11788247295125706, 'rotation_z': 1.7099236641221374, 'gps_x': 0, 'gps_y': 0, 'time': 1600431512.270751}
[18/09/2020 14:18:33]{'temperature_inside': 26.4, 'temperature_outside': 24.92265625, 'pressure_inside': 965.96, 'pressure_outside': 958.046833454359, 'humidity_inside': 0, 'humidity_outside': 45.48204028597001, 'rotation_x': 0.029939614724430547, 'rotation_y': -0.11788247295125706, 'rotation_z': 1.7099236641221374, 'gps_x': 0, 'gps_y': 0, 'time': 1600431512.270751}
[18/09/2020 14:18:37]{'temperature_inside': 26.3, 'temperature_outside': 24.917578125, 'pressure_inside': 966.03, 'pressure_outside': 958.0698703048208, 'humidity_inside': 0, 'humidity_outside': 45.943224902163, 'rotation_x': 0.029809862508534336, 'rotation_y': -0.11721865857183483, 'rotation_z': 1.7709923664122138, 'gps_x': 0, 'gps_y': 0, 'time': 1600431516.3420668}
[18/09/2020 14:18:37]{'temperature_inside': 26.3, 'temperature_outside': 24.917578125, 'pressure_inside': 966.03, 'pressure_outside': 958.0698703048208, 'humidity_inside': 0, 'humidity_outside': 45.943224902163, 'rotation_x': 0.029809862508534336, 'rotation_y': -0.11721865857183483, 'rotation_z': 1.7709923664122138, 'gps_x': 0, 'gps_y': 0, 'time': 1600431516.3420668}
[18/09/2020 14:18:37]{'temperature_inside': 26.3, 'temperature_outside': 24.917578125, 'pressure_inside': 966.03, 'pressure_outside': 958.0698703048208, 'humidity_inside': 0, 'humidity_outside': 45.943224902163, 'rotation_x': 0.029809862508534336, 'rotation_y': -0.11721865857183483, 'rotation_z': 1.7709923664122138, 'gps_x': 0, 'gps_y': 0, 'time': 1600431516.3420668}
[18/09/2020 14:18:37]{'temperature_inside': 26.3, 'temperature_outside': 24.917578125, 'pressure_inside': 966.03, 'pressure_outside': 958.0698703048208, 'humidity_inside': 0, 'humidity_outside': 45.943224902163, 'rotation_x': 0.029809862508534336, 'rotation_y': -0.11721865857183483, 'rotation_z': 1.7709923664122138, 'gps_x': 0, 'gps_y': 0, 'time': 1600431516.3420668}
[18/09/2020 14:18:37]{'temperature_inside': 26.3, 'temperature_outside': 24.917578125, 'pressure_inside': 966.03, 'pressure_outside': 958.0698703048208, 'humidity_inside': 0, 'humidity_outside': 45.943224902163, 'rotation_x': 0.029809862508534336, 'rotation_y': -0.11721865857183483, 'rotation_z': 1.7709923664122138, 'gps_x': 0, 'gps_y': 0, 'time': 1600431516.3420668}
[18/09/2020 14:18:37]{'temperature_inside': 26.3, 'temperature_outside': 24.917578125, 'pressure_inside': 966.03, 'pressure_outside': 958.0698703048208, 'humidity_inside': 0, 'humidity_outside': 45.943224902163, 'rotation_x': 0.029809862508534336, 'rotation_y': -0.11721865857183483, 'rotation_z': 1.7709923664122138, 'gps_x': 0, 'gps_y': 0, 'time': 1600431516.3420668}
[18/09/2020 14:18:37]{'temperature_inside': 26.3, 'temperature_outside': 24.917578125, 'pressure_inside': 966.03, 'pressure_outside': 958.0698703048208, 'humidity_inside': 0, 'humidity_outside': 45.943224902163, 'rotation_x': 0.029809862508534336, 'rotation_y': -0.11721865857183483, 'rotation_z': 1.7709923664122138, 'gps_x': 0, 'gps_y': 0, 'time': 1600431516.3420668}
[18/09/2020 14:18:37]{'temperature_inside': 26.3, 'temperature_outside': 24.917578125, 'pressure_inside': 966.03, 'pressure_outside': 958.0698703048208, 'humidity_inside': 0, 'humidity_outside': 45.943224902163, 'rotation_x': 0.029809862508534336, 'rotation_y': -0.11721865857183483, 'rotation_z': 1.7709923664122138, 'gps_x': 0, 'gps_y': 0, 'time': 1600431516.3420668}
[18/09/2020 14:18:37]{'temperature_inside': 26.3, 'temperature_outside': 24.917578125, 'pressure_inside': 966.03, 'pressure_outside': 958.0698703048208, 'humidity_inside': 0, 'humidity_outside': 45.943224902163, 'rotation_x': 0.029809862508534336, 'rotation_y': -0.11721865857183483, 'rotation_z': 1.7709923664122138, 'gps_x': 0, 'gps_y': 0, 'time': 1600431516.3420668}
[18/09/2020 14:18:37]{'temperature_inside': 26.3, 'temperature_outside': 24.917578125, 'pressure_inside': 966.03, 'pressure_outside': 958.0698703048208, 'humidity_inside': 0, 'humidity_outside': 45.943224902163, 'rotation_x': 0.029809862508534336, 'rotation_y': -0.11721865857183483, 'rotation_z': 1.7709923664122138, 'gps_x': 0, 'gps_y': 0, 'time': 1600431516.3420668}
